Code,Description1,Description2,OnHand,Value
1300214019,COMPLETE GEAR PUMP,"120CM3/MIN,40BAR,220/380V,3P",0, -   
1300214017,GEAR PUMP W/MOTOR+RELIEF VALVE,"Q 54L/MIN,P MAX 25BAR 3KW",0, -   
1300214012,"OIL PUMP TYPE EU-25DL,W/MOTOR","Q=30CC/MIN,1500RPM,P=100KG/CM2",0, -   
1300214011,"GLUE PUMP,60L/MIN CAP.1720RPM","TYPE: PF60,TMEX 100°C,H5KG/CM2",0, -   
1300214002,VALVE 2WAY W/ACTUATOR,"ND65,NP40,48V,TYPE168488,40BAR",0, -   
1300214001,CONTROL VALVE W/ACTUATOR,PRESSURE REGULATING VALVE,0, -   
1300211004,SLUICE VALVE TV -100,F/AIR,0, -   
1300211003,GATE VALVE 90A,F/AIR SLIDES,0, -   
1300211002,GATE VALVE 80A,F/AIR SLIDES,0, -   
1300211001,GATE VALVE 100A TWO WAY SHUTE,F/AERATION BOX,0, -   
1300208022,STEEL SPRING PLATE,"(629x95x1.5)MM,W/7HOLES",0, -   
1300208021,"STEEL SEAL RING,W/8HOLES 10D",(OD550xID400xT19)MM,0, -   
1300208019,BLADE TIP STEEL,"(270x50x9)MM,CU,W/5HOLE(12x17)",0, -   
1300208016,SEAL RING (FLANG),DO350xID 200xT19MM STEEL,0, -   
1300205016,TAB WASHER  STEEL,OD157xID115,0, -   
1300204058,HEAVY OIL PUMP FLOW RATE 11000 L/HR,ITEM NO:GFL 22 DWG:BCC M40 FP 002 F/645 PU 02,0, -   
1300204037,PUMP UNIT WITH MOTOR&COUPLING,"Q1200CC/MIN ,40BAR ,230/380V",0, -   
1300204034,"PUMP OIL , CLOCKWISE","4.5L/MIN, P=70BAR,PDEL=40BAR",0, -   
1300204033,LUBRICATION PUMP,,0, -   
1300204030,OIL PUMP (NOT COMPLETE),W/PULLEY 5GROOVE,0, -   
1300204024,"LUB.OIL PUMP  W/MOTOR,75W","TYPE:TOP-1ME75-2-11MA,1390RPM",0, -   
1300204022,OIL PUMP  W/MOTOR 1.84/1.06A,"0.37KW 1390RPM ,230-400V",0, -   
1300204020,"COMPLET GREASE PUMP ,DELIMON","TYPE:FZ-A/B&P,CODE:21112-4100",0, -   
1300204018,OIL PUMP F/COMPRESSOR VLH-74A,MODEL:VLH-74A,0, -   
1300204015,PUMP OIL W/O MOTOR,TYPE:58TD85/2,0, -   
1300203039,ROPE GUIDE SET ITEM:12 P/N:823 900 44,F/OVER HEAD CRANE DEMAG UDDH 525-H40-KV2-2/1,0, -   
1300203001,CONTROL HOIST WINCH F/RISER,TYPE:LTKD-5/SG-505,0, -   
1300202031,"PUMP,TYPE:CRN1-19A-FGI-G-E-HO,GRUNDFOS","MODEL:A96516412P31406,2853RPM,1.10KW,Q1.8M3/H,",0, -   
1300202024,PUMP MULTITIC KSB P/N:P107,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202023,BRG HOUSING POS:350.1,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202022,JOINT RING SET POS:411.1-411.8,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202021,O-RING SET POS:412.1-412.5,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202020,MECHANICAL SEAL SET POS:433.1,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202019,SHAFT SLEEVE POS:540.1,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202018,ANTIFRICTION BRG POS:320.1,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202017,BRG COVER POS:360.1,KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202016,"SLEEVE POS:520.1,523.1,525.1",KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202015,"SLEEVE BRG P/N:412.2,160,381",KSB TYPE:MTC A100/5 P/N:P107,0, -   
1300202009,BALANCING PISTON P/N:110,F/FUEL SCREW PUMP TYPE:70-4NX,0, -   
1300201198,"COMPLETE PUMP,W/MOTOR 45 KW,3000 RPM","TYPE:MULTITEC A50/11E-3.117.61,F/L2 GCT",0, -   
1300201196,IMPELLER F/WATER PUMP SK 3202,SPECK PUMPEN S/N:436 AW 47,0, -   
1300201195,PUMP WATER TYPE:SK 3202,SPECK PUMPEN S/N:436 AW 47,0, -   
1300201183,COOLING FAN NO:ZN831 F/LINE 2,KSB TYPE:MOVITEC VF18/8,0, -   
1300201115,"WATER PUMP H=25M,C=2M3/H","2900RPM,5.5KW,DS=50MM,DD=32MM",0, -   
1300201053,"WATER PUMP H=20M,C=1.5M3/H","GUINARD POMPES,TYPE:BAJM 815",0, -   
1300201049,PUMPREPAIRED,,0, -   
1300201046,"WATER PUMP D-LINE , W/O MOTOR","CLOSED COUPLED ,DWG NO:P.1-135",0, -   
1300201023,WATER PUMP D-LINE,"Q=10.5M3/H, H=30M, 2.2KW",0, -   
1300201010,IMPELLER CAST IRON,F/HIGH PRESSURE WATER PUMP,0, -   
1300201007,INK CIRCULATION PUMP EC200,"W/MOTOR TYPE:FELQ-5FO,0.2KW",0, -   
1300201005,SUBMERGED SEWAGE PUMP,"W/MOTOR,TYPE:IRANHA 20-2D",0, -   
1300130023,CHECK VALVE 80A 3INCH,"VEC ,80A,SCS19",0, -   
1300130012,LIFT.CHECK VALVE SIZE 1/2B,JIS 40KRF DISC 13CR,0, -   
1300130011,CHECK VALVE S20A2-X,F/GRAVEL BED FILTER TYPE:S,0, -   
1300130010,CHECK VALVE O-RING TYPE T15-D2,O-RING TYPE:CHECK VALVE,0, -   
1300130009,CHECK VALVE 2-WAY DAIKIN,"T196-3,PISTON TYPE:HYD 3/8",0, -   
1300129030,VALVE RELIEF 1/2,,0, -   
1300129025,VENT VAVLE GAS 65A P/N 715,"TYPE:E-ATS,W/ACUATOR",0, -   
1300129020,SAFTY VALVE TYPE FB-200C,COMPLETE,0, -   
1300129019,SAFTY VALVE TYPE FB-150C,COMPLETE,0, -   
1300129018,SAFTY VALVE TYPE JLT-JNO-26-A,"SIZE 20x25, 3/4x1",0, -   
1300129017,SAFTY VALVE GA3N75 SIZE 20/16,DWG NO:401792,0, -   
1300129015,SAFTY RELIEF VALVE 220 PSI,311100600,0, -   
1300129010,RELIEF VALVE JR-G01-3L DAIKIU,OIL SPRAY S,0, -   
1300128019,"NON RETURN VALVE,BRASS 1/2",F/WATER HEATER,0, -   
1300128016,NON RETURN VALVE P/NO98650-74,"F/COMPRESOR TYPE:C345,D=12MM",0, -   
1300128015,NON RETURN VALVE,"P/N:811-021-020 ,PMAX =315 BAR",0, -   
1300128014,NON RETURN VALVE,"P/N:811-004-106,PMAX 315BAR",0, -   
1300128013,NON RETURN VALVE TYPE C.I  3,"80A,P/N:40,MAW GS-C25,SCR L",0, -   
1300128008,"RETURN VALVE NW9.5,ND16","BRASS,FOR COMPRESOR",0, -   
1300127530,KIT FOR DIAPHRAGM VALVE-M25,,0, -   
1300127529,KIT FOR SOLENOID VALVE-RCP11,,0, -   
1300127528,KIT FOR SOLENOID VALVE-RCP9,,0, -   
1300127527,KIT FOR SOLENOID VALVE-RCP7,,0, -   
1300127526,KIT FOR SOLENOID VALVE-RCP6,,0, -   
1300127525,KIT FOR SOLENOID VALVE-RCP5,,0, -   
1300127513,SOLENOID VALVE P/NO.SCE 374A,GAS VALVE TRAIN OF AUX. BURNER,0, -   
1300127512,SOLENOID VALVE P/NO.SCE 374A,FOR CALCINER GAS VALVE TRAIN,0, -   
1300127275,"PROPORTIONAL SOLENOID,F/A.M PUMP,REXROTH",LS RECLAIMER HYD. UNIT 2201A,0, -   
1300127252,"VALVE SOLENOID 5/2 PORT 1/4""",TYPE:2636000 OPERATING 1-10BAR,0, -   
1300127220,"SOLENOID VALVE ,CAT:MX 8262C2P","1/8"" , ASCO,DWG:GE-097-026-X5",0, -   
1300127214,SOLENOID VALVE 3 WAY,"SANKYO SEIEAKU,DWG:43-3077EW-N",0, -   
1300127211,SOLENOID VALVE,REMAINING,0, -   
1300127210,SOLENOID VALVE,REMAINING,0, -   
1300127209,SOLENOID VALVE,REMAINING,0, -   
1300127208,SOLENOID VALVE,REMAINING,0, -   
1300127146,SOLENOID VALVE 4F530,,0, -   
1300127106,"THERMO EXP.VALVE,INLET7/8""ODF","TYPE:HFES 20 HC 9610,TONS 20",0, -   
1300127105,SOLENOID VALVE 3/4x3/4,"W/COIL,24V,10WALT,50HZ,DF1",0, -   
1300127104,SOLENOID VALVE 1/2x1/2,F/026-510 EXCL. COIL,0, -   
1300127103,5/2 WAY SOLENOID VALVE W/COIL,AC220V -PRESSURE 1.0-9.9KG/CM2,0, -   
1300127101,WATER ELECTRO VALVE N:4/30,MODEL:DE 120 C.E.M.E,0, -   
1300127100,BURNER VALVE COIL UNIVERSAL,TYPE:VE 4025 C 1002,0, -   
1300127099,KNIFE EDGE STEEL SEAT,39.5Lx20Wx12T,0, -   
1300127092,"SOLENOID VALVE R1/2 ,220V 50HZ","F/MV5,MV8-GAS ANALYSU",0, -   
1300127087,SOLENOID VALVE,UNLOADER 98650-210,0, -   
1300127086,SOLENOID VALVE G 1/4 3-10BAR,"TYPE:SPWG85515,W/2COILS.3/2WAY",0, -   
1300127085,SOLENOID VALVE VFS3220-4D-02,"5/2WAY ,AC176-242V,",0, -   
1300127084,SOLENOID VALVE VFS3120-4D-02-F,"AC176-242V,5/2WAY,0.1-1MPA",0, -   
1300127083,SOLENOID VALVE VT307-4D-01-F,3/2WAY 220VAC.0.9MPA,0, -   
1300127082,SOLENOID VALVE VM130-01-06,"3/2WAY,W/ROLLER LEVER",0, -   
1300127081,SOLENOID VALVE AC176-242V-50HZ,"VFS-2120-4D-02,0.1-1MPA,5/3WAY",0, -   
1300127079,SOLENOID VALVE  VM430-01-34B,W/SELECTOR SWITCH,0, -   
1300127077,"SOLENOID VALVE2 20VAC,ONE WAY","0.7MPA,PIPE1/2,ORIF 15",0, -   
1300127076,SOLENOID VALVE  220V 3/3WAY,"0.2-0.9MPA,VEX501-104D-B",0, -   
1300127075,SOLENOID VALVE 5/2WAY 220VAC,"0.1-1 BAR,CKD.4 F 310-08",0, -   
1300127074,SOLENOID VALVE 5/2WAY 220VAC,"0.1-1 BAR,CKD.4 F 310-10",0, -   
1300127073,SOLENOID VALVE 5/2WAY 220VAC,"0.1-1 BAR,CKD.4 F 210-08",0, -   
1300127072,SOLENOID CONTROL VALVE,"220V 4/3WAY,KSO- GO2-2BD- 30",0, -   
1300127069,"SOLENOID VALVE 3WAY 220V,0.08A","TYPE:M004-AE121,0-7KG/CM2",0, -   
1300127068,"SOLENOID VALVE 220V,20A,D2G5","TYPE:JE3-J210G35,8.7KG/CM2",0, -   
1300127067,"SOLENOID VALVE 220V,20A,D2G4","TYPE:JE3-J210G95,8.7KG/CM2",0, -   
1300127064,"SOLENOID VALVE,220VAC,D2G4,10K","T/JE3-J211C93,10.5W,8.7KG/CM2",0, -   
1300127063,SOLENOID VALVE 24VAC,0927715.9725 COIL,0, -   
1300127061,"SOLENOID VALVE 220V,10BAR","TYPE:MC07 510-HN,36/25MA,110V",0, -   
1300127058,"SOLENOID VALVE 220V,D2G4,15A","TYPE:MTEP-904,10KG/CM2",0, -   
1300127057,"SOLENOID VALVE 3WAY,220VAC",TYPE:MJ5G-8-AE12PS,0, -   
1300127053,"SOLENOID VALVE 220V,G 1/4","M/20152B/172/D,2.5-10BAR",0, -   
1300127051,"SOLENOID VALVE 220V,FVSI 12",NORMALY CLOSED 1WAY 1/2,0, -   
1300127049,SOLENOID VALVE 220V,MODEL PDV2-40A-RC-3K,0, -   
1300127048,"SOLENOID VALVE,AC220V,4WAY","CAT NO.116-203-1,PIPE3/83WATT",0, -   
1300127047,"SOLENOID VALVE,24V,OF 3PART",F/MASS FLOW METER KURZ,0, -   
1300127044,"SOLENOID VALVE,220V","ASCO-SCXE210D095,PIPE 3/4,NW19",0, -   
1300127040,STRAIGHT WAY VALVE,"(IDPHERGM),NO:9-911-0001-01",0, -   
1300126040,EPDM LINER F/VALVE BUTTERFLY,DN300 PN10 TYPE:Z011-A,0, -   
1300126023,BUTTERFLY VALVE SIZE 150A,"PART NO:4 , DWG NO:S3-5752",0, -   
1300126009,BUTTERFLY VALVE W/CYLINDER,"P=6BAR, DISC1.005,SHAFT+1.4122",0, -   
1300126008,BUTTERFLY VALVE,"DN100,PN10",0, -   
1300125504,NOZZLE TIP ? 25,WATER INJECTION EXTENSION PIPE,0, -   
1300125503,"NOZZLE TIP ? 101,6",WATER INJECTION EXTENSION PIPE,0, -   
1300125088,SECONDARY GAS TUBE 300A P/N:4,MATERIAL:STPG38,0, -   
1300125071,SPILL BACK NOZZLE TYPE RS4,FLOW RATE 41.1L/MIN P=33BAR,0, -   
1300125068,SPRARY NOZZLE F/LUB. RECLAIMER,CODE NO:73654-2151,0, -   
1300125067,NOZZLE GAS BURNER 25A,"MULTI -LANCE , STAINLESS STEEL",0, -   
1300125059,RING PACKING W/METAL,DO 44xID 38.25x2.5T,0, -   
1300125058,SPRAY NOZZLE STEEL,"TYPE:AN12SD12,D17/13.8x34L",0, -   
1300125057,NOZZLE TIP STEEL  D17/9x58L,TYPE:468-NP-DLL A154 SN533,0, -   
1300125056,NOZZLE TIP STEEL D24/20x50L,TYPE:464-NP-D155T358 NP.26,0, -   
1300125052,"CO2 NOZZLE,RD 1/2 GUN METAL",BRASS EXHAUST NOZZLE,0, -   
1300125049,NOZZLE ATOMIZER SECONDARY,"TYPE:H3830,F/OIL BURNER OFKILN",0, -   
1300125039,NOZZLE TYPE PVC-E-109,"D26.5 L105,F/GAS CHLORINATOR",0, -   
1300125036,"NOZZLE,HOLLOW BORED JET","TYPE:K2944GR100,COPPER,D8 L7.5",0, -   
1300125035,SPRAY NOZZLE NO. 1-1/2,TYPE:FBBXP150 S 303,0, -   
1300124003,CONST.TORQUE SPRING F/LEVER,25Wx0.3MMTx15METER,0, -   
1300124002,GAUGE TOP F/LEVER GAUGE,"13Wx0.15MMTx33M,P30 SUS316",0, -   
1300123507,FLOWMETER-ITEM NO.DY,GAS VALVE TRAIN OF AUX. BURNER,0, -   
1300123101,"AIR TRAP 1/2""","TLV,DWG NO:E-4317B1",0, -   
1300123100,"AIR TRAP 3/4"" , PART NO:2","TLV,DWG NO:E.B135P5",0, -   
1300123099,"DIERT TRAP 1"" / 3/4"" , PN=40","W/STRAINER,F/CONDITION. TOWERS",0, -   
1300123083,IDAPHRAM RUBBER :PDV2-40A,FOR SOLENOID. VALVE CKD 1.5,0, -   
1300123077,AIR VENT SIZE 20 MODLE VS1A,MAX/MIN DROP PRESS.25/21KG/CM2,0, -   
1300123063,REPAIR KIT F/SOLENOIDE VALVE,"TYPE:4F610+4F9-116,4F9-117",0, -   
1300123062,REPAIR KIT MEMBRANCE 1217172,F/STRALGHT-WAY VALVE G1/23.5B,0, -   
1300123060,BODY ASS’Y VALVE BLOW ODWN,P/N:C20600/256,0, -   
1300123056,ROD GUID F/FLOAT VALVE,"P/N:40,D=1,L=1.5",0, -   
1300123054,CONNECTING ROD F/FLOAT VALVE,"D=7MM,L=137MM",0, -   
1300123051,SEAT VALVE F/FLOAT VALVE,"42x24x18MM , M33",0, -   
1300123037,INSERT IDSK F/CHECK VALVE,"TYPE:KV-100,SIZE 100A,CLASS10K",0, -   
1300123026,BALL F/BALL VALVE 1/4SUS 316,CORROSION INHIBITOR INJECTION,0, -   
1300123025,"IDAPHRAGM,RUBBER",F/AIR COMPRESSOR,0, -   
1300123019,"IDAPHRAGM,PLASTIC D 106",W/8HOLES 7MM,0, -   
1300123018,"IDAPHRAGM,RUBBER.VITON,D-104",D56.5MM.F/ GAS CHLORINATOR,0, -   
1300123017,"DIAPHRAGM,RUBBER.VITON,D-102","2X25, W/CENTER HOLE",0, -   
1300123014,"DIAPHRAGM,RUBBER",D160X2.5T,0, -   
1300123011,"DIAPHRAGM, VITON,D-105",D 23xDo45x0.1T.PLASIC SHEER,0, -   
1300123009,"DIAPHRAGM ,D-104 RUBBER",D 22X56X2.4 T,0, -   
1300122028,ROTATING JOINT F/WATER SPRAY,FCB MARK:67,0, -   
1300122018,"CLIP D=520 MM ,W/BOLT&NUT",F/ HOSES,0, -   
1300122017,"CLIP D=360 MM ,W/BOLT&NUT",F/ HOSES,0, -   
1300122012,BAND CLIP HOSE 3/4,SIZE 13:19,0, -   
1300121020,INSERT F/STRAINER ACCESSORIES,"LECHLER,P/N:9ET.029.2540.01.0",0, -   
1300121014,STRAINER BASKET 100 MESH,F/200A STRAINER,0, -   
1300121013,EXPANSION JOINT 1 L200MM,ST.ST,0, -   
1300121012,EXPANSION JOINT 1.5 L200MM,ST.ST,0, -   
1300121011,EXPANSION JOINT 3/4 L190MM,ST.ST,0, -   
1300121010,EXPANSION JOINT 2 L200MM,ST.ST,0, -   
1300121007,STRAINER SCREEN SUS 304,"OD475xID 398xH300,F/LINE FAN",0, -   
1300121006,STRAINER SCREEN SUS 304,"OD337xID 301xH185,F/LINE FAN",0, -   
1300120502,ONE-WAY RESTRICTOR RFU-446-SO,"SPINDEL VERNICKELT 1/4""",0, -   
1300120501,ONE-WAY RESTRICTOR,SCU-219M 1610-8/6-1/4,0, -   
1300120172,PRESSURE REDUCER,FCB MARK:50038-371/4,0, -   
1300120138,"NIPPLE 1""",,0, -   
1300120115,TEE-CONNECTION 1x2,WITH NUT 2/1,0, -   
1300120060,BOSCH 1/2 X1 (REDUCER),INCH THREADED,0, -   
1300120059,NIPPLE 1 1/2,INCH THREADED-STEEL GALVANIZED,0, -   
1300120057,NIPPLE NICKLE . 1/2,NICKLE,0, -   
1300120055,UNION 1 1/2,THREADED,0, -   
1300120053,BUSH 2,THREADED - STEEL,0, -   
1300120051,REDUCER CROSS 1/2,,0, -   
1300120049,TEE COUPLING EXT.THREAD 3/2,,0, -   
1300120047,TEE 1/2/ 3/4,INTERNAL THREAD,0, -   
1300120046,TEE 1 1/2/ 1/2,THREADED - STEEL,0, -   
1300120044,SPRAYER P.V.C  3/4CROSSES,F/GRDENING PIPE LINES,0, -   
1300120028,MEASURING FITTING,TYPE:1819  843000,0, -   
1300120026,UNION 2 STEEL GALVANIZED,GEBO COUPLING,0, -   
1300119027,"ELBOW 4"" 90 STEEL",,0, -   
1300119025,"ELBOW 2"" WELDING 90",,0, -   
1300119023,ELBOW 2 1/2,,0, -   
1300119019,"ELBOW 1""'",,0, -   
1300119012,ELBOW 45° WELIDNG 2.5,NO THREADED STEEL,0, -   
1300119008,ELBWO 2 INCH THREAD STEEL 90°,,0, -   
1300119005,ELBWO 1/2 THREAD STEEL 90°,,0, -   
1300119004,ALBOW GALVANIZED 3/8,,0, -   
1300118018,ST.ST FLANGEREMAINING,,0, -   
1300118017,"FLANGE W/4HOLES 3/4,T=17MM",,0, -   
1300118016,FLANGE W/4HOLES 3/4,"OD=155,ID=61,T=16MM",0, -   
1300118012,FLANGE STAIN STEEL,OD=95xI.D 30MMx9MMT,0, -   
1300118011,FLAP STAIN STEEL,,0, -   
1300118010,FLANGE STEEL (SS41)6.5,10K 150 A SS41,0, -   
1300118008,FLANGE STEEL (SS41) 3.5,5K 80A,0, -   
1300118006,FLANGE SUS D124x200x8T,W/4 HOLE,0, -   
1300114503,SECURITY MANUALVALVE(34305054,(L.S 2-WAY VALVE)105 VV1,0, -   
1300114167,DIRECTIONAL CONTROL VALVE 4WEH16G72/6EG2,"REXROTH, LS RECLAIMER HYD. UNIT 2201A",0, -   
1300114165,REPAIR KIT COMP. 1.3KW 115/230VOLT 50HZ,FOR L2 KILN AUX. CLUTCH TYPE CEBMAG 5C-W,0, -   
1300114157,ELECTRO-VALVE,FCB MARK:50038 371/32,0, -   
1300114154,REGULATOR,FCB MARK:50038-371/41,0, -   
1300114153,FILTER REGULATOR F/COMPRES AIR,FCB MARK:50038-371/40,0, -   
1300114152,FILTER,FCB MARK:50038-371/2,0, -   
1300114151,IRON VALVE W/PNEU ACTUATOR,FCB MARK:50038-371/6,0, -   
1300114136,AIR REVERSING VALVE,"PFAFF,DWG NO:G-0537-30-3",0, -   
1300114134,VALVEREMAINING,,0, -   
1300114133,VALVEREMAINING,,0, -   
1300114132,VALVEREMAINING,,0, -   
1300114130,MAGNETIC VALVE,"NEW LONG,TYPE:VF307-40-01-F",0, -   
1300114129,MAGNETIC VALVE,"NEW LONG,TYPE:VFS3120-40-20F",0, -   
1300114128,MAGNETIC VALVE,"NEW LONG,TYPE:VFS 2120-40-20F",0, -   
1300114125,CONTROL VALVE YI&Y2(PUMP BODY),RADIAL PISTON TRANSIMISSION,0, -   
1300114110,FLOW CONTROL VALVE,W/2 SOLINOID VALVES Y1&Y2(24V),0, -   
1300114090,AIR REGULATOR PRESS IN 9.7 BAR,"OUT PRESS 3.9BAR,MOD K Z03-2A",0, -   
1300114088,"SILENCER 1/2,43.5TMM",CONE SHAPE,0, -   
1300114082,DIAPHRAM DISC P. NO. 7,F/REDUCING  VALVE,0, -   
1300114074,"PISTON VALVE KV01/1,I73042","4-10 BAR,KNORR PNEUMATIC",0, -   
1300114073,LOWERING BRAKE VALVE,"TYPE:LBV12,PO 210-10/SV 250/H",0, -   
1300114072,"DRAIN VALVE F/AIR DRYER,PT 1/2","PMAX 9.9KG/CM2,MOD AD402-04",0, -   
1300114063,AIR REVERS VALVE G.0537-33-3-U,W/PNEUMATIC CYLINDER,0, -   
1300114062,REVERSING VALVE DAIKIN RV-4U2,OIL SPRAY SYSTEM,0, -   
1300114060,FLOAT VALVE,TYPE:5K-25K,0, -   
1300114059,FLOW CONTROL VAVLE TYPE B-ASP,"80A,P/NO 712",0, -   
1300114054,"MAGNETIC VALVE 40AJIS10KF,220V",TYPE:ADK-21-40F-03A,0, -   
1300114053,MECHANICAL VALVE,TYPE:V430-01-348,0, -   
1300114050,THROTTLE VALVE MODEL MT-02P-50,"MFG NO.50-D69,PORT CONNECTION",0, -   
1300114044,"CONTROL VALVE 3 WAY DN100,PN40","W/ACUATOR,48V",0, -   
1300114043,"CONTROL VALVE  2WAY DN100,PN40","W/ACUATOR P13BAR,48V,50HZ",0, -   
1300114042,COCK VALVE 3WAY P/N10 DN66 RG5,W/FLANGED,0, -   
1300114041,REDUCING VALVE 65A P/NO 705,TYPE:E-ATSP F/GAS,0, -   
1300114037,SUCTION REGULATOR VALVE W/SOL,COMPARE C206001  250,0, -   
1300114036,PRESSURE REGULATOR VALVE,"0-10BAR,PMAX=16BAR",0, -   
1300114035,PRESSURE REGULATOR VALVE,"0-10BAR,PMAX=16BAR",0, -   
1300114034,AIR REGULATING VALVE,"TYPE:AW401-04BG,Tmax=60c",0, -   
1300114030,VALVE 3WAY  TYPE 168472,"ND65,NP40,P40BAR",0, -   
1300114029,THERMOSTATIC VALVE,COMPAIR 98603/3,0, -   
1300114027,"VALVE MINIMUM PRESSURE ASS,Y",COMPARE C20451/88,0, -   
1300114026,Cam clutch MI600K,,0, -   
1300114025,Cam clutch FN 459,,0, -   
1300114024,Cam clutch PB12LH,,0, -   
1300114023,CAM CLUTCH,TYPE: M1600KD136x85,0, -   
1300113094,"VALVE BALL 1"" 3WAY W/FEASIBIL",SKILAIR SK 300,0, -   
1300113081,BALL VALVE DN3/8316.1000WOG,,0, -   
1300113074,PLUG 2,,0, -   
1300113039,PLUG MOLE 1 1/2,INCH THREADED W/SQ HEAD STEEL,0, -   
1300113036,PLUG STEEL D 60MM,THREADED,0, -   
1300113003,"VALVE BALL 3/8""",DN10 PN10,0, -   
1300111030,VALVE GATE DN300 2WAY COMPLETE,DWG:01-1/14.800-301/B01,0, -   
1300110139,HOSE FLEX REINFORCE D28 L720MM,"W/NIPPLE 3/4'',UNION 1 1/4""",0, -   
1300110138,HOSE FLEX REINFORCE D28 L520MM,"W/NIPPLE 3/4'',UNION 1 1/4""",0, -   
1300110080,HOSE RUBBER 3/8xL160 CM,F/ GREASER W/COUPLERS,0, -   
1300110077,HOSE STAIN STEEL 3x L1190MM,W/2 FLANGES,0, -   
1300110073,FLEX.HOSE RUBBER2.25xL1060MM,W/STEEL WIRE & 90° ON 1END,0, -   
1300110070,FLEX.HOSE RUBBER 3/4xL2400MM,10 BAR W/2 UNIONS,0, -   
1300110069,FLEX.HOSE RUBBER 3/4xL350MM,210 BAR W/2 UNIONS,0, -   
1300110068,FLEX.HOSE RUBBER 25AxL350MM,W/2 UNIONS,0, -   
1300110066,FLEX.HOSE RUBBER1xL500MM,W/2 UNIONS,0, -   
1300110059,"FLEX.HOSE OIL ,F/COMPRESSOR","TYPE:COM-C27650-16,D25xL7400MM",0, -   
1300110058,FLEX.HOSE 1/2OD22xL2400MM,RUBBER W/NIPPLE3/4+UNION,0, -   
1300110057,FLEX. HOSE W/2UNIONS,DO15MMx2000L,0, -   
1300110054,FLEX.HOSE 3/8xL900MM RUBBER,W/ NIPPLE +UNION,0, -   
1300110053,"FLEX.HOSE WATER 100°C, 300BAR","W/FITTING 3/810000L,7JX71",0, -   
1300110052,"HOSE OIL,W/COUPLER 5/8 14BAR","TYPE:CPE12-96,L 75 CM",0, -   
1300110051,"HOSE OIL,W/COUPLER 5/8 14BAR","TYPE:CPE12-96,L 112 CM",0, -   
1300110050,"HOSE OIL,W/COUPLER 5/8 14BAR","TYPE:CPE12-96,L 98CM",0, -   
1300110048,"HYDRAULIC HOSE 5/8""","W/FITTING,P 63BAR,SAE 100R1",0, -   
1300110044,H.P HOSE RUBBER 2ST20,"IDN4Q91 W51 1130L,FEMALE 24/24",0, -   
1300110043,H.P HOSE RUBBER SAE 100RAT3/4,"550L,FEMALE 24/24",0, -   
1300110038,FLEXIBLE HOSE TUBE F/OIL ARMED,"25Ax380L,MALE 33,UNION 30",0, -   
1300110034,FLEXIBLE HOSE ARMOURED,"W/FITTINGS HP I 41CML,RUBBER",0, -   
1300110033,FLEXIBLE HOSE ARMOURED,AIR W/FITTINGS HP I 40CML,0, -   
1300109040,"SUS HOSE ,DWG: 1KLM7716",F/L1 CALCINER,0, -   
1300109030,HOSE DN25 L3000MM ST,"DWG.F1.409800-007-2,FLS",0, -   
1300109007,FLEXIBLE HOSE ARMOURED SUS304,"65A,10K,1MT,FLANGED,BRAIDED",0, -   
1300109006,FLEXIBLE HOSE ARMOURED SUS304,"20A,40K,PT3/4X1MT,F/ HAG",0, -   
1300109005,FLEXIBLE HOSE ARMOURED SUS304,"20A,10K,PT3/4X1M,SIDE FLANGED",0, -   
1300108066,HOSE PLASTIC OD5 ID3MM 6BAR,F/552 ROTARY PACKER,0, -   
1300108039,HOSE PLASTIC ARMED ID=1.5,THICKNESS=4MM,0, -   
1300108025,PNEUMATIC HOSE D=12MM T=1,,0, -   
1300108013,FLEX.HOSE AIR PLASTIC,D6MMxL600MM W/2 UNION,0, -   
1300108012,FLEX.HOSE AIR PLASTIC,D6MMxL500MM W/2 UNION,0, -   
1300108010,RUBBER HOSE D 15/8 MM,MAX PRESSURE 6 BAR & TEMP.100C,0, -   
1300108004,IDS CHARGE HOSE PLASTIC,W/1COUPLERS D100x10000L,0, -   
1300108003,SUCTION HOSE PLASTIC,"W/2COUPLERS,D100x10000L",0, -   
1300108002,HOSE HARD PASTIC OD46xT4MM,W/.WINIDNG,0, -   
1300107036,HYD. HOSE 5/16Xl1700mm,W/2 UNION,0, -   
1300107032,HOSE 3/4 10 BAR,F/WELIDNG M/C,0, -   
1300107028,ROUND ROD SUS D=20MMxL6000MM,SUS,0, -   
1300107023,HOSE RUBBER LOW PRESSURE,8AxL 2M -F/NITROGEN GAS,0, -   
1300107021,HOSE PLASTIC HARD,DO46xT4MM,0, -   
1300107020,FLEXIBLE AIR DUCT HOSE RUBBER,SIZE :16Bx3ML,0, -   
1300107019,HOSE RUBBER ARMOURD,J51B 5/16,0, -   
1300107017,HOSE RUBBER ARMOURD 1,F/AIR,0, -   
